ASV168,0,0,0,0,0,0
ASV172,0,0,0,0,0,19
ASV173,0,0,467,0,0,0
ASV174,0,101,437,0,3,0
ASV177,0,0,0,0,115,225
ASV178,0,428,0,0,0,0
ASV182,0,0,0,0,279,0
ASV183,10,0,0,6,13,0
ASV185,0,0,15,0,0,76
ASV186,0,377,3,0,0,0
ASV187,0,326,16,0,0,0
ASV192,0,0,0,0,422,11
ASV197,25,37,339,30,0,0
ASV198,8,0,0,13,0,0
ASV199,0,0,15,0,0,0
ASV206,250,0,0,114,0,0
ASV207,164,6,0,212,11,0
ASV208,0,0,9,0,185,163
ASV210,0,239,85,0,0,0
ASV211,0,285,54,0,0,0
ASV213,0,0,458,0,0,0
ASV215,0,0,0,0,406,0
ASV219,0,0,20,0,26,0
ASV220,0,0,0,0,383,0
ASV221,0,326,0,0,0,0
ASV222,0,0,0,0,0,0
ASV223,179,43,94,39,0,0
ASV224,0,233,48,13,0,0
ASV226,0,0,0,0,151,287
ASV227,0,0,0,0,0,86
ASV230,0,11,367,0,0,0
ASV231,0,301,0,0,0,0
ASV233,0,0,318,0,0,0
ASV236,22,0,0,0,0,0
ASV239,0,0,323,0,0,0
ASV243,0,0,0,0,97,292
ASV247,0,0,0,0,0,117
ASV249,0,0,0,0,19,175
ASV252,0,0,0,0,0,14
ASV255,285,0,0,0,0,0
ASV258,0,0,0,0,60,276
ASV259,0,0,212,0,0,0
ASV260,0,3,223,1,0,0
ASV261,0,0,0,0,0,0
ASV263,0,0,0,0,35,268
ASV266,0,211,31,0,0,0
ASV267,0,0,272,0,0,0
ASV268,0,0,0,0,0,0
ASV269,82,0,0,172,0,0
ASV272,0,0,309,0,0,0
ASV275,0,0,0,0,4,256
ASV276,0,0,0,0,0,0
ASV277,195,14,0,54,4,0
ASV279,0,0,298,0,0,0
ASV280,205,0,0,32,0,0
ASV281,0,67,205,0,0,0
ASV283,0,0,0,0,0,0
ASV285,0,0,0,0,0,0
ASV288,0,0,0,0,0,296
ASV289,87,0,0,119,0,0
ASV292,0,217,0,0,0,0
ASV294,6,0,20,12,26,0
ASV295,0,0,0,0,0,36
ASV297,0,0,0,0,0,0
ASV299,0,8,10,0,0,0
ASV303,175,0,0,30,0,0
ASV304,0,0,0,0,0,0
ASV306,0,0,0,0,0,0
ASV307,0,0,0,0,0,0
ASV310,0,0,0,0,0,0
ASV313,7,160,6,0,0,0
ASV316,0,0,0,0,0,0
ASV319,0,0,0,0,0,272
ASV320,0,16,0,0,133,41
ASV321,0,0,0,0,0,0
ASV323,16,0,38,0,0,0
ASV324,0,0,0,0,40,0
ASV325,0,0,0,0,15,64
ASV326,188,0,0,0,0,0
ASV329,0,0,0,0,0,250
ASV330,0,0,0,7,47,0
ASV332,0,0,35,0,0,191
ASV333,0,0,0,0,0,0
ASV334,0,166,0,0,0,0
ASV336,0,0,0,0,88,0
ASV337,0,0,0,0,203,0
ASV342,175,0,0,0,0,0
ASV344,0,0,0,0,50,163
ASV345,0,140,21,0,0,0
ASV346,0,142,8,0,0,0
ASV348,0,43,132,0,0,0
ASV349,6,0,0,26,0,0
ASV351,0,0,194,0,6,0
ASV352,120,2,8,42,0,0
ASV353,0,0,0,0,0,0
ASV355,0,147,0,0,0,0
ASV356,0,0,5,0,118,0
ASV358,0,0,0,0,0,0
ASV361,0,0,0,0,0,0
ASV362,0,0,0,0,0,0
ASV364,0,0,0,0,0,226
ASV365,0,0,190,0,0,12
ASV367,0,0,0,0,0,0
ASV368,161,0,0,0,0,0
ASV369,0,0,206,0,0,0
ASV372,0,0,0,0,166,0
ASV379,0,0,12,0,0,175
ASV383,0,0,0,0,107,0
ASV385,0,130,0,0,0,0
ASV386,82,0,0,30,0,0
ASV387,0,62,92,0,0,0
ASV388,0,124,0,0,0,0
ASV389,0,120,0,0,0,0
ASV391,0,0,20,0,0,0
ASV392,0,122,28,0,0,0
ASV393,0,0,0,0,163,0
ASV397,0,0,0,0,0,0
ASV398,0,0,0,0,0,0
ASV399,139,0,0,0,0,0
ASV400,0,0,0,0,9,166
ASV401,0,0,0,0,0,204
ASV402,0,0,0,0,0,0
ASV404,0,0,16,0,0,109
ASV405,0,0,0,0,0,0
ASV412,0,0,60,0,20,54
ASV413,0,34,106,0,0,0
ASV414,0,26,118,0,0,0
ASV415,0,119,0,0,0,0
ASV416,0,0,0,1,0,0
ASV417,0,0,0,0,0,0
ASV419,0,0,124,0,0,0
ASV420,0,0,0,121,0,0
ASV424,0,90,4,0,0,0
ASV431,11,0,0,12,12,0
ASV432,0,0,0,0,0,0
ASV433,0,3,0,111,0,0
ASV434,15,0,0,88,4,0
ASV435,0,0,0,0,0,164
ASV437,0,0,142,0,0,0
ASV438,0,113,0,0,0,0
ASV440,0,111,0,0,0,0
ASV443,3,0,0,0,0,0
ASV445,0,95,0,0,0,0
ASV446,0,7,133,0,0,0
ASV447,0,0,0,0,0,144
ASV449,30,0,46,39,0,0
ASV452,0,0,0,0,6,22
ASV453,0,0,0,0,50,0
ASV455,0,0,0,0,0,0
ASV457,0,0,0,0,123,0
ASV458,0,0,0,0,0,0
ASV459,0,0,0,0,0,0
ASV460,0,0,0,0,7,0
ASV461,0,0,113,0,10,0
ASV462,0,0,0,0,115,0
ASV464,0,0,93,0,5,0
ASV466,0,0,138,0,0,0
ASV467,0,0,0,0,0,0
ASV469,0,0,0,0,0,27
ASV470,0,0,122,0,0,0
ASV472,0,100,0,0,0,0
ASV474,6,0,14,80,0,0
ASV475,35,0,0,64,0,0
ASV477,0,22,82,0,0,0
ASV478,0,0,3,0,16,11
ASV479,0,0,106,0,0,0
ASV481,0,0,5,0,0,0
ASV483,0,93,0,0,0,0
ASV486,0,92,0,0,0,0
ASV488,0,0,0,18,0,102
ASV494,0,0,127,0,0,0
ASV496,0,0,0,0,0,0
ASV497,0,0,0,0,0,138
ASV498,0,0,0,0,0,0
ASV500,0,0,78,0,0,0
ASV501,0,0,0,0,0,22
ASV502,0,0,0,0,0,63
ASV503,0,0,0,86,0,0
ASV504,0,0,0,0,9,119
ASV505,0,0,0,0,0,0
ASV507,0,81,0,0,0,0
ASV508,7,0,17,9,0,0
ASV509,0,0,115,0,0,0
ASV511,0,0,0,0,106,0
ASV513,0,0,0,0,109,0
ASV514,0,74,0,0,0,0
ASV515,0,0,74,0,0,0
ASV516,0,0,0,0,13,114
ASV517,0,90,0,0,0,0
ASV518,0,77,0,0,0,0
ASV519,0,26,62,0,0,0
ASV521,0,0,0,0,89,0
ASV522,0,78,0,0,0,0
ASV523,0,0,0,20,0,8
ASV524,0,0,118,0,0,0
ASV526,0,0,0,0,0,0
ASV529,0,44,48,0,0,0
ASV530,0,0,0,0,70,0
ASV532,0,82,0,0,0,0
ASV535,0,0,0,0,100,0
ASV537,0,80,0,0,0,0
ASV542,0,0,110,0,0,0
ASV545,0,0,0,0,3,0
ASV547,0,0,110,0,0,0
ASV548,0,80,0,0,0,0
ASV551,0,75,0,0,0,0
ASV552,0,0,100,0,0,0
ASV553,0,0,0,0,83,0
ASV555,0,23,61,0,0,0
ASV556,0,0,0,0,85,0
ASV558,0,0,87,0,0,0
ASV559,0,82,0,0,0,0
ASV561,0,0,0,0,20,11
ASV562,0,0,37,0,18,4
ASV564,0,72,0,0,0,0
ASV569,0,82,0,0,0,0
ASV570,0,75,0,0,0,0
ASV571,0,0,10,0,12,0
ASV574,0,0,0,0,0,0
ASV576,0,0,66,0,0,0
ASV579,0,0,19,0,0,0
ASV580,0,0,16,0,0,0
ASV581,0,0,0,0,0,112
ASV582,0,66,0,0,0,0
ASV583,0,75,0,0,0,0
ASV584,0,0,0,89,0,0
ASV585,0,0,62,0,0,0
ASV588,27,0,9,11,0,0
ASV589,0,0,0,0,82,0
ASV591,0,0,95,0,0,0
ASV592,0,0,52,0,0,14
ASV595,0,0,0,78,0,0
ASV596,0,0,0,31,0,0
ASV599,0,0,24,4,0,12
ASV600,0,64,2,0,0,0
ASV601,0,65,11,0,0,0
ASV603,0,0,63,0,0,0
ASV611,0,3,89,0,0,0
ASV613,0,0,88,0,0,0
ASV615,1,0,0,10,0,0
ASV616,0,0,55,0,0,35
ASV618,0,0,93,0,0,0
ASV619,0,0,0,0,0,0
ASV623,0,20,27,0,0,0
ASV628,0,0,0,0,0,0
ASV631,0,0,0,0,0,58
ASV637,0,0,0,4,11,0
ASV638,0,0,0,0,0,26
ASV639,0,0,36,14,0,0
ASV640,4,0,0,0,18,0
ASV641,0,0,0,0,0,0
ASV642,0,0,0,0,0,97
ASV644,0,3,0,0,0,0
ASV645,66,0,0,0,0,0
ASV646,0,0,35,24,0,0
ASV647,0,0,0,0,80,0
ASV649,0,0,0,0,0,0
ASV650,0,48,11,0,0,1
ASV652,0,0,0,0,68,0
ASV653,4,0,12,15,0,15
ASV654,0,33,0,0,0,0
ASV655,0,62,0,0,0,0
ASV656,0,0,53,0,0,0
ASV660,0,0,87,0,0,0
ASV661,0,0,64,0,0,0
ASV665,0,0,0,0,0,27
ASV666,0,0,0,0,0,17
ASV667,15,0,0,40,0,0
ASV671,0,0,86,0,0,0
ASV674,0,0,0,0,0,0
ASV676,0,0,0,0,0,57
ASV677,0,0,71,0,0,0
ASV678,0,0,71,0,0,0
ASV680,0,0,0,0,78,0
ASV682,0,0,0,13,0,7
ASV686,0,49,0,0,0,0
ASV688,0,48,0,0,0,0
ASV691,0,11,0,0,0,0
ASV693,0,0,0,0,60,0
ASV694,0,12,0,0,0,0
ASV695,0,6,59,0,0,0
ASV698,0,57,0,0,0,0
ASV699,0,0,63,0,0,0
ASV700,0,0,58,0,0,0
ASV702,0,51,0,0,0,0
ASV703,0,0,0,45,0,0
ASV704,0,0,71,0,0,0
ASV706,0,0,55,0,0,0
ASV707,0,0,0,0,0,82
ASV708,0,0,0,0,0,0
ASV709,0,46,0,0,0,0
ASV710,55,0,0,0,0,0
ASV713,0,0,61,0,0,0
ASV715,0,0,0,0,0,81
ASV717,0,0,70,0,0,0
ASV719,0,0,0,0,0,0
ASV720,0,37,0,0,0,0
ASV723,0,0,55,0,0,0
ASV725,0,47,0,0,0,0
ASV726,0,42,5,0,0,0
ASV728,0,0,0,0,0,0
ASV731,0,0,0,0,0,0
ASV732,0,48,0,0,0,0
ASV735,0,0,38,0,0,0
ASV738,0,0,0,0,57,0
ASV739,0,0,0,0,3,0
ASV743,0,0,0,0,0,0
ASV746,0,0,12,20,0,0
ASV749,0,0,0,0,0,0
ASV750,0,36,0,0,0,0
ASV751,0,28,15,0,0,0
ASV752,0,0,55,0,0,0
ASV755,0,0,55,0,0,0
ASV756,0,0,0,0,0,0
ASV758,0,0,0,0,0,0
ASV759,0,43,0,0,0,0
ASV761,0,0,0,0,0,0
ASV764,0,0,0,50,0,0
ASV766,0,45,0,0,0,0
ASV769,5,0,0,0,10,0
ASV774,0,0,11,35,0,0
ASV777,0,0,0,0,0,0
ASV780,0,0,0,0,0,0
ASV781,0,45,0,0,0,0
ASV782,0,40,3,0,0,0
ASV783,0,0,53,0,0,0
ASV784,0,0,27,0,0,0
ASV786,0,38,0,0,0,0
ASV788,0,3,26,0,0,0
ASV789,0,40,0,0,0,0
ASV791,0,0,0,0,0,0
ASV792,0,0,54,0,0,0
ASV794,0,0,0,0,0,0
ASV795,0,36,0,0,0,0
ASV798,0,0,50,0,0,0
ASV799,0,0,26,0,0,0
ASV801,0,0,26,0,10,0
ASV802,0,0,0,0,50,0
ASV804,0,0,0,0,46,0
ASV805,0,0,0,0,20,39
ASV807,0,30,0,0,0,0
ASV808,0,34,0,0,0,0
ASV810,0,0,21,0,17,0
ASV812,0,0,0,0,21,0
ASV813,0,0,0,0,40,9
ASV815,0,0,0,0,0,0
ASV816,0,0,34,0,0,0
ASV817,0,44,0,0,0,0
ASV820,0,38,0,0,0,0
ASV821,0,41,0,0,0,0
ASV822,0,32,7,0,0,0
ASV825,0,0,54,0,0,0
ASV826,14,0,0,0,0,0
ASV827,0,0,49,0,0,0
ASV830,0,0,0,0,0,0
ASV832,0,36,0,0,0,0
ASV836,0,0,39,0,0,0
ASV840,7,7,7,0,16,0
ASV841,0,0,52,0,0,0
ASV842,0,0,47,0,0,0
ASV843,0,0,0,0,0,0
ASV844,0,0,0,0,31,0
ASV845,0,36,0,0,0,0
ASV847,0,0,33,0,0,0
ASV848,0,0,0,0,0,0
ASV850,0,37,0,0,0,0
ASV852,0,0,0,0,0,0
ASV854,0,0,49,0,0,0
ASV857,13,0,0,12,0,0
ASV858,0,16,16,0,0,0
ASV863,0,14,17,0,0,0
ASV864,0,0,47,0,0,0
ASV866,0,0,0,0,2,0
ASV867,0,0,0,0,0,45
ASV877,0,0,0,0,0,30
ASV878,0,0,0,0,0,0
ASV879,0,0,0,0,0,0
ASV880,0,0,0,0,0,53
ASV881,0,0,0,0,0,0
ASV883,0,10,0,0,0,0
ASV884,0,0,0,0,0,0
ASV889,0,0,0,0,36,0
ASV890,0,0,0,0,23,21
ASV891,0,0,0,0,0,44
ASV892,0,33,0,0,0,0
ASV894,0,0,35,0,0,0
ASV895,0,0,0,0,44,0
ASV896,0,28,0,0,0,0
ASV900,0,0,17,0,0,0
ASV901,0,24,0,0,0,0
ASV903,0,0,0,0,0,0
ASV904,0,0,0,0,36,0
ASV905,0,0,0,0,0,48
ASV908,0,29,0,0,0,0
ASV911,0,0,43,0,0,0
ASV912,0,0,40,0,0,0
ASV914,0,0,33,0,0,0
ASV915,0,0,0,0,18,0
ASV917,0,0,0,0,0,42
ASV921,0,6,34,0,0,0
ASV922,0,0,27,0,0,0
ASV923,0,0,36,0,0,0
ASV925,0,0,0,0,0,0
ASV926,0,0,0,0,34,0
ASV927,0,0,0,0,0,0
ASV930,0,0,34,0,0,0
ASV931,0,0,40,0,0,0
ASV932,0,0,42,0,0,0
ASV934,0,0,0,0,14,15
ASV939,0,0,46,0,0,0
ASV947,0,0,0,0,0,0
ASV948,0,0,29,0,0,0
ASV949,0,0,0,0,0,0
ASV950,0,18,0,0,0,0
ASV951,0,21,0,0,0,0
ASV953,0,0,39,0,0,0
ASV956,0,0,0,0,8,23
ASV957,0,0,0,0,0,43
ASV963,0,0,0,0,27,0
ASV967,0,28,0,0,0,0
ASV971,0,0,30,0,0,0
ASV972,0,0,27,0,0,0
ASV982,0,0,0,0,0,0
ASV983,0,0,0,0,23,0
ASV984,0,0,0,0,0,0
ASV985,0,32,0,0,0,0
ASV986,25,0,0,0,0,0
ASV988,5,0,0,0,0,0
ASV992,0,0,0,0,6,0
ASV993,0,0,0,0,0,10
ASV997,0,0,0,0,11,0
ASV1001,0,0,28,0,0,0
ASV1004,0,29,0,0,0,0
ASV1005,10,0,0,18,0,0
ASV1007,0,0,24,0,0,0
ASV1009,0,0,0,0,0,0
ASV1014,30,0,0,0,0,0
ASV1015,0,0,0,33,0,0
ASV1017,0,0,5,0,0,0
ASV1018,0,0,0,0,0,0
ASV1020,0,0,0,0,0,0
ASV1023,30,0,0,0,0,0
ASV1024,0,0,0,11,21,0
ASV1025,0,0,0,9,4,0
ASV1029,0,0,21,0,0,0
ASV1031,0,0,0,0,0,0
ASV1032,0,0,10,0,0,0
ASV1033,0,0,0,0,0,0
ASV1036,0,0,31,0,0,0
ASV1040,0,0,0,0,0,0
ASV1041,0,0,0,0,0,0
ASV1044,0,17,0,0,0,0
ASV1047,0,0,0,2,0,0
ASV1048,0,0,32,0,0,0
ASV1051,0,0,29,0,0,0
ASV1052,0,0,24,0,0,0
ASV1053,0,0,0,0,32,0
ASV1054,0,0,0,0,0,0
ASV1061,25,0,0,0,0,0
ASV1062,0,0,0,10,0,0
ASV1068,0,0,0,0,0,0
ASV1069,0,27,0,0,0,0
ASV1071,0,0,22,0,0,6
ASV1073,0,0,0,0,7,9
ASV1074,0,20,0,0,0,0
ASV1076,0,21,0,0,0,0
ASV1077,0,0,0,28,0,0
ASV1078,0,0,34,0,0,0
ASV1080,0,0,32,0,0,0
ASV1084,0,0,11,0,0,0
ASV1085,0,0,0,0,0,0
ASV1086,0,0,0,0,0,0
ASV1092,25,0,0,0,0,0
ASV1093,0,0,0,27,0,0
ASV1094,0,0,30,0,0,0
ASV1096,0,0,26,0,0,0
ASV1097,0,0,31,0,0,0
ASV1099,0,0,0,0,0,23
ASV1101,0,0,0,0,0,0
ASV1102,0,13,0,0,0,0
ASV1103,0,22,0,0,0,0
ASV1106,0,0,26,0,0,0
ASV1108,0,0,12,0,0,0
ASV1109,0,0,0,0,5,11
ASV1111,0,0,0,0,0,35
ASV1112,0,0,0,0,0,0
ASV1113,0,5,0,0,0,0
ASV1118,7,0,0,12,0,0
ASV1119,4,0,0,3,7,3
ASV1123,0,0,0,0,26,0
ASV1129,0,26,0,0,0,0
ASV1130,0,4,17,0,0,0
ASV1131,22,0,0,0,0,0
ASV1132,0,0,0,26,0,0
ASV1134,0,0,29,0,0,0
ASV1136,0,0,18,0,0,0
ASV1138,0,0,0,0,30,0
ASV1141,0,0,0,0,0,0
ASV1142,0,0,0,0,0,0
ASV1145,0,0,0,0,0,0
ASV1146,0,0,22,0,0,0
ASV1147,0,0,0,0,0,0
ASV1148,0,0,0,0,0,0
ASV1149,0,15,0,0,0,0
ASV1151,0,10,0,0,0,0
ASV1153,0,24,0,0,0,0
ASV1154,0,0,0,14,0,0
ASV1155,0,0,25,0,0,0
ASV1156,0,0,25,0,0,0
ASV1157,0,0,24,0,0,0
ASV1158,0,0,0,0,0,0
ASV1159,0,0,0,0,0,35
ASV1160,0,0,0,0,0,0
ASV1161,0,20,0,0,0,0
ASV1171,0,0,22,0,0,0
ASV1174,0,0,0,0,31,0
ASV1176,0,0,0,0,0,0
ASV1177,0,3,15,0,0,0
ASV1178,25,0,0,0,0,0
ASV1180,0,0,27,0,0,0
ASV1185,0,0,0,0,0,0
ASV1186,0,0,0,0,0,0
ASV1187,0,12,0,0,0,0
ASV1188,0,13,0,0,0,0
ASV1190,0,0,18,0,0,0
ASV1191,0,0,32,0,0,0
ASV1192,0,0,25,0,0,0
ASV1198,0,0,0,0,0,0
ASV1199,0,0,0,0,0,0
ASV1201,0,18,0,0,0,0
ASV1207,0,0,23,0,0,0
ASV1208,0,0,26,0,0,0
ASV1209,0,0,17,0,0,4
ASV1212,0,0,0,0,23,0
ASV1213,0,0,0,0,23,0
ASV1216,0,19,0,0,0,0
ASV1217,0,11,0,0,0,0
ASV1218,0,11,0,0,0,0
ASV1219,0,15,1,0,0,0
ASV1220,16,0,0,0,0,0
ASV1221,6,0,0,8,0,0
ASV1225,0,0,25,0,0,0
ASV1226,0,0,14,0,0,0
ASV1229,0,0,22,0,0,0
ASV1230,0,0,26,0,1,0
ASV1232,0,0,0,0,0,0
ASV1234,0,0,0,0,0,0
ASV1237,0,0,0,0,0,17
ASV1239,0,2,0,0,0,0
ASV1240,0,4,0,0,0,0
ASV1243,0,17,0,0,0,0
ASV1244,0,21,0,0,0,0
ASV1245,0,6,0,13,0,0
ASV1246,22,0,0,0,0,0
ASV1248,0,0,27,0,0,0
ASV1250,0,0,22,0,0,0
ASV1251,0,0,16,0,0,0
ASV1254,0,0,0,0,0,24
ASV1256,0,10,0,0,0,0
ASV1260,0,0,0,17,0,0
ASV1262,0,0,22,0,0,0
ASV1264,0,0,23,0,0,0
ASV1265,0,0,23,0,0,0
ASV1270,0,0,0,0,0,0
ASV1271,0,0,0,0,0,0
ASV1272,0,15,0,0,0,0
ASV1273,0,19,0,0,0,0
ASV1276,0,0,26,0,0,0
ASV1278,0,0,21,0,0,0
ASV1280,0,0,22,0,0,0
ASV1281,0,0,16,0,0,3
ASV1283,0,0,0,0,0,0
ASV1286,0,0,0,0,16,0
ASV1287,0,0,0,0,21,0
ASV1288,0,0,0,0,6,14
ASV1290,0,0,0,0,0,22
ASV1294,0,0,0,0,0,0
ASV1295,0,10,0,0,0,0
ASV1298,0,0,27,0,0,0
ASV1303,0,0,0,0,0,0
ASV1304,0,0,0,0,0,27
ASV1306,0,0,11,0,0,0
ASV1309,0,0,0,0,0,0
ASV1310,0,18,0,0,0,0
ASV1314,0,0,0,21,0,0
ASV1315,0,0,18,0,0,0
ASV1316,0,0,18,0,0,0
ASV1317,0,0,22,0,0,0
ASV1318,0,0,27,0,0,0
ASV1319,0,0,27,0,0,0
ASV1320,0,0,27,0,0,0
ASV1323,0,0,16,0,0,0
ASV1325,0,0,0,0,0,0
ASV1326,0,0,0,0,0,0
ASV1327,0,0,0,0,17,0
ASV1328,0,0,0,0,15,0
ASV1330,0,0,0,0,0,24
ASV1332,0,0,0,0,0,26
ASV1333,0,0,0,0,0,0
ASV1334,0,0,0,0,0,0
ASV1336,0,17,0,0,0,0
ASV1339,0,2,0,0,0,0
ASV1341,0,0,0,13,0,0
ASV1348,0,0,0,0,19,0
ASV1349,0,0,0,0,5,20
ASV1350,0,0,0,0,0,0
ASV1351,0,0,0,0,0,0
ASV1352,0,0,0,0,0,0
ASV1353,0,0,0,0,0,0
ASV1354,0,16,0,0,0,0
ASV1355,0,14,0,0,0,0
ASV1356,0,14,0,0,0,0
ASV1357,0,15,0,0,0,0
ASV1361,0,0,23,0,0,0
ASV1363,0,0,21,0,0,0
ASV1364,0,0,17,0,0,0
ASV1367,0,0,23,0,0,0
ASV1369,0,0,24,0,0,0
ASV1370,0,0,18,0,1,0
ASV1372,0,0,0,0,0,0
ASV1373,0,0,0,0,0,0
ASV1375,0,0,0,0,0,25
ASV1377,0,0,0,0,0,0
ASV1378,0,0,0,18,0,0
ASV1379,4,0,0,8,0,0
ASV1382,0,11,0,0,0,0
ASV1384,0,16,0,0,0,0
ASV1387,0,0,21,0,0,0
ASV1389,0,0,23,0,0,0
ASV1392,0,0,24,0,0,0
ASV1393,0,0,21,0,0,0
ASV1398,0,0,7,0,0,0
ASV1399,0,0,10,0,0,0
ASV1401,0,0,5,0,0,0
ASV1402,0,0,0,0,0,0
ASV1403,0,0,0,0,0,0
ASV1404,0,0,0,0,19,0
ASV1405,0,0,0,0,0,0
ASV1407,0,0,0,0,0,22
ASV1411,0,7,0,0,0,0
ASV1413,15,0,0,0,0,0
ASV1415,0,0,0,3,0,0
ASV1417,0,0,20,0,0,0
ASV1419,0,0,17,0,0,0
ASV1425,0,0,2,0,0,0
ASV1426,0,0,3,0,0,0
ASV1427,0,0,0,0,0,0
ASV1428,0,0,0,0,16,0
ASV1429,0,0,0,0,0,0
ASV1434,0,0,12,0,0,0
ASV1437,0,16,0,0,0,0
ASV1438,0,0,0,15,0,0
ASV1442,0,0,20,0,0,0
ASV1445,0,0,24,0,0,0
ASV1447,0,0,19,0,0,0
ASV1451,0,0,0,0,11,0
ASV1452,0,0,0,0,14,0
ASV1457,0,0,0,0,0,2
ASV1458,0,0,0,0,0,0
ASV1459,0,0,0,0,0,0
ASV1460,0,11,0,0,0,0
ASV1461,0,15,0,0,0,0
ASV1462,14,0,0,0,0,0
ASV1463,16,0,0,0,0,0
ASV1465,5,0,0,4,0,0
ASV1468,0,0,0,11,0,0
ASV1473,0,0,17,0,0,0
ASV1474,0,0,18,0,0,0
ASV1478,0,0,19,0,0,0
ASV1480,0,0,0,0,0,0
ASV1482,0,0,0,0,19,0
ASV1483,0,0,0,0,0,19
ASV1486,0,0,0,0,0,0
ASV1487,0,0,0,0,0,0
ASV1488,0,8,0,0,0,0
ASV1490,0,11,0,0,0,0
ASV1491,0,12,0,0,0,0
ASV1493,15,0,0,0,0,0
ASV1494,18,0,0,0,0,0
ASV1495,0,0,0,17,0,0
ASV1497,0,0,20,0,0,0
ASV1499,0,0,19,0,0,0
ASV1500,0,0,18,0,0,0
ASV1503,0,0,0,0,0,0
ASV1504,0,0,0,0,0,0
ASV1505,0,0,0,0,0,0
ASV1507,0,0,0,0,17,0
ASV1508,0,0,0,0,17,0
ASV1509,0,0,0,0,8,0
ASV1510,0,0,0,0,0,20
ASV1511,0,0,0,0,0,19
ASV1512,0,0,8,0,0,0
ASV1513,0,0,0,0,0,0
ASV1514,0,0,0,0,0,0
ASV1515,0,11,0,0,0,0
ASV1517,0,13,0,0,0,0
ASV1519,0,9,0,0,0,0
ASV1520,0,14,0,0,0,0
ASV1522,2,0,0,13,0,0
ASV1526,0,0,19,0,0,0
ASV1527,0,0,23,0,0,0
ASV1534,0,0,0,0,0,0
ASV1538,0,0,0,0,0,20
ASV1539,0,0,0,0,0,18
ASV1540,0,0,0,0,0,13
ASV1541,0,0,0,0,0,0
